Country,Address,Name,State,Review Count,Stars
,"9100 Keystone Crossing, Ste 610",HomeRiver Group Indianapolis Property Management,IN,20,1.5
,9104 Keystone Xing,Hyatt Place Indianapolis/Keystone,IN,54,3
,"9240 N Meridian St, Ste 300",Indiana Oral & Maxillofacial Surgery Associates,IN,10,4.5
,"9245 N Meridian, Ste 110",Indiana BMV - Nora License Branch,IN,9,3.5
,9250 Evergreen Ave,Ashton Brook Apartments in Indianapolis,IN,6,2.5
,9260 E 10th St,Indiana Buddhist Center,IN,5,4
,"9261 34 Avenue NW, Unit 9",Savoy's South Indian Kitchen Savoy,AB,24,4
,"9302 N Meridian St, Ste 101",Indiana Neuroscience Associates,IN,5,2.5
,9321-23 Krewstown Rd,Mayura Indian Restaurant,PA,19,4.5
,"9333 Double R Blvd, Ste 600",Bawarchi Indian Cuisine,NV,539,4
,9370 Waldemar Rd,Extended Stay America - Indianapolis - Northwest - I-465,IN,27,2
,9411 E Washington St,Uncle Bill's Pet Centers East Indianapolis,IN,15,2.5
,9445 Haver Way,Hertz Car Sales Indianapolis,IN,5,4
,9520 Valparaiso Ct,Red Roof Inn Indianapolis North - College Park,IN,22,2
,9625 North Meridian St,Drury Plaza Hotel Indianapolis Carmel,IN,51,4
,9650 Mayflower Park Dr,MedVet Indianapolis,IN,47,4
,9698 Hague Road,SpringHill Suites Indianapolis Fishers,IN,28,3.5
,9720 Page Ave,Haveli Indian Restaurant,MO,323,4
,9739 E Washington St,Disc Replay East Indianapolis,IN,5,4
,9750 Lake Shore Dr.,Extended Stay America - Indianapolis - North - Carmel,IN,12,2
,9760 Crosspoint Blvd,Comfort Suites Ne Indianapolis Fishers,IN,16,2
,9765 Crosspoint Boulevard,Residence Inn Indianapolis Fishers,IN,19,3
,9780 Crosspoint Blvd,Staybridge Suites Indianapolis-Fishers,IN,33,3
,9780 North by NE Blvd,AmericInn by Wyndham Fishers Indianapolis,IN,25,3
,9785 N By Northeast Blvd,Hilton Garden Inn Indianapolis Northeast/Fishers,IN,25,4.5
,9791 N By Ne Blvd,Holiday Inn Express Indianapolis - Fishers,IN,35,2.5
,9797 N Michigan Rd,Holiday Inn Express & Suites Indianapolis North - Carmel,IN,9,3.5
,9850 Mayflower Park Dr,Hoosier Heights Indianapolis,IN,59,4.5
,"9860 Westpoint Dr, Ste 400",Real Property Management Indianapolis Edge,IN,14,2.5
,"9940 Pendleton Pike, Ste B",Aspen Dental - Indianapolis,IN,5,3
,10015 82 Avenue,Daawat Authentic Indian Restaurant,AB,77,3.5
,10060 Jasper Avenue NW,Y-Not Indian,AB,17,4.5
,10230 US-36,Mint Indian Cuisine,IN,66,3.5
,10290 Pennsylvania Pkwy,Comfort Inn Indianapolis North - Carmel,IN,16,2.5
,10331 82 Avenue NW,Y Not Indian,AB,21,4
,10495 Crosspoint Blvd,Fairfield Inn & Suites by Marriott Indianapolis Fishers,IN,14,4
,10580 N Meridian St,St. Vincent Heart Center of Indiana,IN,12,3
,"10585 N Meridian St, Ste 102",Indiana Wellness College,IN,34,4.5
,10625 117th Dr N,Taste of Punjab Indian Cuisine,FL,153,4.5
,10647 Maze Rd,Central Indiana Chimney Repairs LLC,IN,9,4.5
,10675 N Pennsylvania St,Staybridge Suites Indianapolis-Carmel,IN,39,4
,10865 Cross Creek Blvd,Saffron Indian Cuisine,FL,331,4
,10950 Pendleton Pike,Indiana Immediate Care,IN,7,3
,"10972 Allisonville Rd, Ste 100",Indiana Oral & Maxillofacial Surgery Associates,IN,6,3
,11005 Allisonville Rd,Versiti Blood Center of Indiana,IN,5,5
,11228 Fall Creek Rd,Pizza King - Indianapolis,IN,49,2.5
,11355 N Meridian St,Homewood Suites by Hilton Indianapolis Carmel,IN,49,2.5
,11565 Temple Dr,Indianapolis Indiana Temple,IN,5,4.5
,11575 Commercial Dr,Hampton Inn & Suites Indianapolis-Fishers,IN,28,3.5
,11787 Technology Dr,Two Men and a Truck Indianapolis North,IN,40,2.5
,11811 Pendleton Pike,Family Leisure - Indianapolis,IN,38,3.5
,11855 N. Meridian Street,SpringHill Suites Indianapolis Carmel,IN,36,3
,11895 North Meridian Street,Residence Inn Indianapolis Carmel,IN,19,2.5
,11925 N Meridian St,Renaissance Indianapolis North Hotel,IN,74,4
,12045 Illinois St,Hyatt Place Indianapolis / Carmel,IN,5,2.5
,12338 Dorsett Rd,Swagruha Indian Cuisine,MO,35,2.5
,12350 Manchester Rd,Flavors Indian Cuisine,MO,17,5
,12400 Reynolds Dr,Harley-Davidson® of Indianapolis,IN,13,4
,"12425 Old Meridian St, Ste A-2",Podiatry Associates of Indiana Foot and Ankle Institute,IN,6,5
,12510 N Meridian St,Amber Indian Restaurant,IN,243,4
,12685 Ulmerton Rd,Indian Rocks Baptist Church,FL,6,3.5
,,Indian Rocks Christian School,FL,11,2.5
,12712 Indian Rocks Rd,Indian Rocks Beach Animal Hospital,FL,14,3.5
,12788 Indian Rocks Rd,Indian Rocks Fresh Market,FL,13,4.5
,12875 Walsingham Rd,Indian Rocks Thrift Center,FL,8,3
,12908 N Dale Mabry Hwy,Haveli Indian Kitchen,FL,143,4
,12918 Double Eagle Dr,HouseMaster Home Inspections of Central Indiana,IN,15,2.5
,13080 Grand Blvd,Sitara Indian Cuisine,IN,19,4.5
,13090 Pennsylvania St,Hilton Garden Inn Indianapolis/Carmel,IN,33,3.5
,13225 N Meridian St,Indiana Spine Group,IN,10,2.5
,13314 Philmont Ave,Utsav Indian Cuisine,PA,28,4
,13418 Telicom Dr,Flavors Indian Cuisine,FL,54,4
,"13431 Old Meridian St, Ste 225",Reconstructive Hand to Shoulder of Indiana,IN,6,3
,13833 Conner Knoll Pkwy,Steamatic of North Indianapolis,IN,5,4.5
,14238 Manchester Rd,Seema Indian-Pakistan Groceries,MO,9,3.5
,14422 N Dale Mabry Hwy,Satkar Indian Cuisine,FL,20,4
,"15151 113th Ave N, ICW Marker 31",Indian Springs Marina,FL,31,3
,15345 Amberly Dr,Raaga Indian Kitchen &Bar,FL,22,4
,"15990 S Rancho Sahuarita Blvd, Ste 180",Kababeque Indian Grill,AZ,37,4.5
,19050 Bruce B Downs Blvd,Minerva Indian Restaurant,FL,289,4
,19221 Gulf Blvd,Indian Shores Coffee Company,FL,277,4.5
,19607 Gulf Blvd,Legacy Vacation Resort - Indian Shores,FL,10,4.5
,19709 Gulf Blvd,Indian Shores Trading,FL,6,4
,20025 Gulf Blvd,Caddy's Indian Shores,FL,276,3.5
,38593 US Hwy 19 N,Discovery Indian Cuisine,FL,73,4.5
,Military Park,Vintage Indiana Wine & Food Festival,IN,37,4
,One South Capitol Ave,Hyatt Regency Indianapolis,IN,180,3
IT,1 Cherry St,Catanzareti Pizza & Italian Restaurant,NJ,17,4
,1 Market St,Market Street Pizzeria & Italian Bistro,NJ,49,3.5
,1 N Virginia Ave,Giovanni Italian Style Pizza,NJ,16,4
,1 Town Center Dr,Olive Garden Italian Restaurant,PA,83,2.5
,1 W State St,Spasso Italian Grill,PA,192,3.5
,5 W 10th St,Italiano's,PA,57,4.5
,6 E State St,Nonno's Italian Coffee Parlor,PA,99,4
,6 Stockton Ave,Italian Cucina,PA,137,4.5
,7 N 7th St,Rita's Italian Ice,PA,6,4.5
,10 S W St,OP Italian,IN,282,4
,10A Perron Street,SanRemo Italian Bistro,AB,27,4
,12th St & Arch St,Carmen's Famous Italian Hoagies,PA,589,3.5
,13 W Main St,Passariellos Pizzeria & Italian Kitchen,NJ,161,3.5
,14 Swamp Rd,Rita's Italian Ice,PA,10,3
,14 W Calle Laureles,Petrini's Italian Restaurant - Santa Barbara,CA,233,4
,15 W County Ctr,Bravo! Italian Kitchen,MO,164,3
,16 E 1st Ave,Viggiano's Italian Restaurant,PA,131,4
,16 Mullanphy Garden Shopping Ctr,Roberto's Italian Restaurant,MO,34,4.5
,20 E Sellers Ave,Talluto's Authentic Italian Food,PA,41,4.5
,20 N Main St,"DiNapoli's Italian Market, Restaurant and Catering",PA,166,4
,25 Ludwig Dr,Olive Garden Italian Restaurant,IL,97,3
,28 S Broad St,Di Paolo's Italian Ristorante,NJ,153,4
,29 S Broadway,Mama Marie's Italian Market,NJ,30,4.5
,29-31 Easton Ave,Rita's Italian Ice - Warrington,PA,9,4
,29A Trolley Sq,Gaudiello's Italian Hoagies,DE,105,4.5
,34 S Front St,Spasso Italian Grill,PA,541,4
,35 High St,Downtown Pizza and Italian Grill,NJ,180,4
,35 N Illinois St,Buca di Beppo Italian Restaurant,IN,352,3
,40 Haddon Ave,Finizio's Italian Eatery & Pizzeria,NJ,49,3.5
,40 S Main St,Convivio Italian Artisan Cuisine - Zionsville,IN,93,4.5
,42 E Main St,Nene Italian Market,NJ,23,4.5
,46 W Congress St,Perche’ No Italian Bistro,AZ,29,4
,48 Maryland Plaza,Edera Italian Eatery,MO,67,4
,48 W Edwardsville Rd,Mama Mia’s Italian Restaurant,IL,15,3.5
,55 W Eagle Rd,Rita's Italian Ice,PA,10,4
,60 N Alvernon Way,Locale Neighborhood Italian,AZ,205,4
,62 Fenton Plz,Vivianos Festa Italiano,MO,115,4.5
,63 Butler St,Italian Peoples Bakery,NJ,33,4
,68 Four Seasons Shopping Ctr,Talayna's Italian Restaurant,MO,155,3
,"70 Buckwalter Rd, Ste 360, Limerick Square Shopping Center",Rita's Italian Ice,PA,8,4
,79 Jones St,Conshohocken Italian Bakery,PA,47,4
,83 City Ave,Olive Garden Italian Restaurant,PA,154,2
,85 N York Rd,Altomonte's Italian Market & Delicatessen,PA,70,3.5
,"88 Hartford Rd, Ste E",Hartford Market and Italian Deli,NJ,14,3
,100 2nd Ave NE,Luca Italian Leather,FL,5,5
,100 East Main St,Mungo's Italian Eatery,IL,124,4
,101 Haddon Ave,Rita's Italian Ice,NJ,15,4
,101 Quarry Rd,Olive Garden Italian Restaurant,PA,78,3
,101 W Eagle Rd,Pepperoncini Italian Restaurant,PA,82,4
,102 Painters Crossing Shopping Mall,Carrabba's Italian Grill,PA,83,3
,105 Treasure Isle Cswy,Gigi's Italian Restaurant,FL,111,3.5
,106 Haddonfield-Berlin Rd,Rita's Italian Ice,NJ,9,4
,109 Gulf Blvd,Villa Gallace Italian Restaurant,FL,344,4.5
,110 W Main St,Rita's Italian Ice & Frozen Custard,IN,11,4.5
,111 Laurel Oak Rd,Passariello's Pizzeria & Italian Kitchen,NJ,86,3.5
,114 Front St,La Tavola Ristorante Italiano,TN,191,4
,114 Pinellas Bayway S,Circo Italian Kitchen & Pizzeria,FL,12,4.5
,119 5th Ave N,Zolo's Italian Restaurant,TN,105,3
,119 Kings Hwy E,Passariello's Pizzeria And Italian kitchen,NJ,59,3.5
,124 107th Ave,Caruso Ristorante Italiano,FL,76,4.5
,125 N Maple Ave,Rita's Italian Ice,NJ,17,3
,126 S Broadway,Mannino's Cucina Italiana,NJ,108,3.5
,127 W King St,Anthony's Pizza & Italian Restaurant,PA,152,4
,128 Huntingdon Pike,Rocks Italian Deli,PA,24,4
,"130 Almshouse Rd, Ste 207",Pallante's Italian Deli,PA,71,4.5
,133 N Wayne Ave,Alessandro's Wood Fired Italian & Bar,PA,157,3.5
,136 Huntingdon Pike,Rita's Italian Ice,PA,8,4.5
,140 Gravois Bluffs Circle Dr,Olive Garden Italian Restaurant,MO,48,3.5
,141 Kings Hwy E,Verona Ristorante Italiano,NJ,62,4.5
,150 Four Seasons Shopping Ctr,Viviano's Festa Italiano,MO,65,4
,152 Eagleview Blvd,Sal's Pizza & Italian Restaurant,PA,59,4
,155 Church Rd,Roselli's Italian Market,NJ,15,4.5
,158 Broadway,Speranza Wood-Fired Italian Kitchen,NJ,121,4
,161 Byberry Rd,Rita's Italian Ice,PA,5,3.5
,172 Scotch Rd,Metro Italian Family Restaurant & Grill,NJ,112,4
,175 Rte 73 W,The Fat Tomato Italian Bistro,NJ,96,4
,183 Bustleton Pike,Leonardo's Italian Bakery,PA,18,3.5
,186 N Sycamore St,La Stalla Italian Market,PA,29,4.5
,"189 Monroe Pl, Ste 114",Vuocolo's Italian Restaurant and Wine Bar,TN,43,4
,194 A Rte 70 E,Rita's Italian Ice,NJ,10,4.5
,199 Medford Mt Holly Rd,La Bella Pizzeria & Ristorante Italiano,NJ,46,3.5
,200 Chestnut St,Pomodoro Pizza & Italian Restaurant,PA,177,4.5
,200 E Broad St,Jacob's Pizza & Italian Cuisine,NJ,18,3.5
,"200 N Tampa St, Ste G 115",DeVito's Italian Specialties,FL,64,4
,200 University Plz,Ciao's Italian Grill & Pizzeria,DE,50,3
,201 N Madison Ave,La Trattoria Italian Restaurant,IN,130,4
,201 W Main St,Bertucci's Italian Restaurant,DE,78,3.5
,201 W Ridge Pike,Rita's Italian Ice,PA,15,3
,202 Anderson Ln N,Carrabba's Italian Grill,TN,117,3.5
,202 Laurel Oak Rd,Olive Garden Italian Restaurant,NJ,69,3
,205 W Reliance Rd,Lisa's Pizza & Italian Restaurant,PA,42,4
,206 W Harrison Ave,The Crazy Italian,LA,26,4
,208 Holland Rd,Giovanni’s Pizzeria & Italian Restaurant,PA,17,4
,210 W Carrillo St,Tino's Italian Grocery,CA,96,4.5
,211 2nd St S,Gratzzi Italian Grille,FL,494,4
,212 37th Ave N,Fortunato's Italian Pizzeria,FL,6,4
,214 N Broad St,Rita's Italian Ice,PA,9,3
,216 W Street Rd,La Voglia Italian Restaurant,PA,68,4.5
,217 4th Ave N,The Italian Kitchen,TN,92,2.5
,217 S Pinellas Ave,Jo Jo’s Italian Diner,FL,47,4.5
,"220 Lakeland Drive, Unit 370",Life Italian Restaurant,AB,12,3.5
,220 S Providence Rd,Rita's Italian Ice,PA,10,3
,220 Wilmington W,Rita's Italian Ice,PA,9,1.5
,221 6th Ave N,Caesar's Italian & Pizza Restaurant,TN,123,2.5
,222 W Main St,Rita's Italian Ice,PA,8,4
,228 W Main St,Spiritos Italian Grocery,IL,11,4.5
,230 Levittown Pkwy,Ariana's Pizzeria & Italian Restaurant,PA,30,4
,233 S 20th St,Tortorice's Italian Specialty Sandwiches,PA,101,4.5
,236 E Davis Blvd,Oggi Italian,FL,345,4.5
,238 E Lancaster Ave,Capri Homemade Italian Water Ice,PA,38,4.5
,239 South St,Rita's Italian Ice,PA,86,4
,250 State Rd 135,Luca Pizza & Italian Restaurant,IN,33,3
,250 W Camden Ave,Rita's Italian Ice,NJ,7,3.5
,250 W Ridge Pike,Sonny's Italian Deli,PA,56,4
,256 S 20th St,D'Angelo's Ristorante Italiano,PA,163,3.5
,261 S 17th St,Branzino Italian Ristorante,PA,331,3.5
,275 Wilmington Pike,Arugula Ristorante Italiano,PA,85,3.5
,281 E County Line Rd,Caruso's Ristorante Italiano,PA,25,3.5
,300 Main St,Buca di Beppo Italian Restaurant,PA,122,3
,300 W Wetmore Rd,Olive Garden Italian Restaurant,AZ,133,3
,300 White Horse Rd,Siena Italian Creative Cuisine,NJ,32,5
,301 Main St,Toscos Italian Delight,PA,20,4.5
,304 W Broad St,Rosemarie's Italian Ice,PA,9,5
,305 Christiana Mall Rd,Brio Italian Grille,DE,221,3.5
,305 Rocky Run Pkwy,Olive Garden Italian Restaurant,DE,67,3.5
,309 E Philadelphia Ave,Rita's Italian Ice,PA,5,5
,311 W Mt Pleasant Ave,South Philly Italian Kitchen,PA,43,4.5
,312 W Front St,Rocco's Pizza & Italian Restaurant,NJ,34,4.5
,315 W MacDade Blvd,Carmen's Italian Restaurant & Bar,PA,45,4
,317 S College Ave,Iaria's Italian Restaurant,IN,396,4
,317 S Main St,Mom's Italian Water Ice,PA,19,4
,320 N Milwaukee St,Olive Garden Italian Restaurant,ID,136,3.5
,323 E Gay St,Rita's Italian Ice,PA,11,1.5
,325 Williams Blvd,Gendusa's Italian Market,LA,242,4
,329 Main St,Rita's Italian Ice,PA,6,3.5
,339 N Hook Rd,Italian Kitchen,NJ,55,3.5
,340 W Michigan St,Fresco Italian Cafe on the Canal,IN,148,4.5
,345 N Virginia St,Eldorado Great Italian Festival,NV,16,4.5
,371 Main St,Laura's Pizzeria & Italian Ristorante,PA,50,3.5
,373 Egg Harbor Rd,Liscios Italian Bakery,NJ,28,4
,390 York Rd,Rita's Italian Ice,PA,8,4
,397 Swamp Pike,Limerick Italian Kitchen & Company,PA,12,4.5
,400 Route 38,Joe Italiano's Maplewood,NJ,122,3
,"401 S Mount Juliet Rd, Ste 115",Olive Garden Italian Restaurant,TN,70,3
,404 Egg Harbor Rd,Sal's Pizza & Italian Restaurant,NJ,44,4.5
,408 Delsea Dr N,Goodfella's New York Italian Deli,NJ,21,4.5
,408 Stokes Rd,Femmina Italian Grill,NJ,170,4
,409 Bristol Pike,Rita's Italian Ice,PA,6,3.5
,411 51st Ave N,Coco's Italian Market,TN,543,4
,411 Schuylkill Rd,Rita's Italian Ice,PA,8,2
,415 E De La Guerra St,Nona's Italian Deli,CA,37,3
,417 S Rampart St,The Original Italian Pie,LA,213,3
,425 Schuylkill Rd,Villa Pizza Italian Restaurant,PA,14,3.5
,430 Lancaster Pike,Rita's Italian Ice,PA,5,4
,445 Macdade Blvd,Rita's Italian Ice,PA,9,4
,449 Ridge Pike,Sorrento's Italian Restaurant,PA,69,3.5
,"450 Donelson Pike, Ste A5",Kebab Gyros and Italian Cusine,TN,56,3.5
,451 S Kirkwood Rd,Sapore Italian Cafe,MO,76,4
,"459 Opry Mills Dr, FC-9",Villa Fresh Italian Kitchen,TN,12,2
,499 Domino Ln,Rita's Italian Ice,PA,16,4.5
,500 Rt 73 S,Brio Italian Grille,NJ,172,3
,500 Rte Nj-38 E,Carrabba's Italian Grill,NJ,105,3.5
,500 W Germantown Pike,Bertucci's Italian Restaurant,PA,111,3
,501 Byers Dr,Bertucci's Italian Restaurant,PA,67,3
,501 W Schuylkill Rd,Piccolo Mondo Italian Restaurant,PA,45,4
,512 Station Ave,Anthony's Creative Italian Cuisine,NJ,64,4
,515 E Main St,So Italian,IN,96,3.5
,"515 North Rte, Ste 73",Bertucci's Italian Restaurant,NJ,60,3
,518 Oakfield Dr,Allegria Italiana,FL,232,4
,520 N Easton Rd,Rita's Italian Ice,PA,9,4.5
,520 Stevens St,Holy Rosary Catholic Church Italian Street Festival,IN,29,4.5
,521 E Baltimore Ave,Italian Kitchen,PA,28,3
,523 W Lancaster Ave,Bertucci's Italian Restaurant,PA,87,3
,530 Foundry Rd,Talluto's Authentic Italian Food,PA,44,5
,533 Cool Springs Blvd,Carrabba's Italian Grill,TN,125,3.5
,534 Burmont Rd,Barone's Italian Water Ice And Ice Cream,PA,10,4.5
,541 S Broad St,Amici Italian Market and Deli,PA,18,4
,575 Chester Pike,Italiana's Pizza,PA,32,4
,587 Dekalb Pike,Bacco Italian Restaurant,PA,213,3.5
,600 S 5th St,Concetta's Italian Restaurant,MO,68,3
,604 W Kings Hwy,Pete's Pizza & Italian Grill,NJ,11,3.5
,612 Haddon Ave,Albertino's Italian,NJ,36,5
,620 S Broad St,Il Boscaiolo Italiano Ristorante,PA,99,4.5
,625 Cross Keys Rd,Bertucci's Italian Restaurant,NJ,77,3
,641 Chester Pike,Trieste Italian Restaurant,PA,110,4
,659 US 31 N,Buca di Beppo Italian Restaurant,IN,134,3.5
,661 Heacock Rd,Villa Rosa Italian Restaurant,PA,63,3.5
,673 Cross Keys Rd,Matteo's Italian Foods,NJ,9,4.5
,674 S Gulfview Blvd,Gondolier Italian Restaurant and Pizza,FL,466,4
,675 Middletown Blvd,Bertucci's Italian Restaurant,PA,75,3
,680 E Clements Bridge Rd,Deluxe Italian Bakery,NJ,53,4
,689 2nd Ave,Italian Family Pizzeria,PA,26,4
,700 N Dale Mabry Hwy,Carrabba's Italian Grill,FL,166,3.5
,701 N Union St,Rocco Italian Grill & Sports Bar,DE,87,4
,701 N White Horse Pike,Lorenzo's Trattoria Italiana & Pizzeria,NJ,22,4.5
,707 Neshaminy Mall,Rita's Italian Ice,PA,7,3.5
,722 Philadelphia Pike,Rita's Italian Ice,DE,9,4
,729 Philadelphia Pike,Mazzella's Italian Restaurant,DE,151,4
,734 W Main St,Italian Delite Pizzeria & Restaurant,PA,52,4
,738 Bethlehem Pike,Scoogis Classic Italian,PA,128,3.5
,758 Main St,Napoli Villa Italian Restaurant,IN,120,4
,760 S 9th St,Ralphs Italian Restaurant,PA,653,3.5
,762-A Horsham Rd,Rita's Italian Ice,PA,12,4
,774 Eayrestown Rd,Guinto's Pizzeria & Italian Restaurant,NJ,28,4
,777 River City Casino Blvd,Cibare Italian Kitchen,MO,50,4
,790 Edison Furlong Rd,Rita's Italian Ice,PA,9,4.5
,791 S Emerson St,Fini's Italian Deli,NJ,7,3.5
,801 Providence Rd,Carrabba's Italian Grill,FL,170,3.5
,801 W Sproul Rd,Cascata Caffe Ristorante Italiano,PA,111,3
,821 W Lancaster Ave,Italian Village Pizza & Beer,PA,23,3
,825 E Bloomingdale Ave,Jeremiah's Italian Ice,FL,130,4.5
,"833 W Trenton Ave, Ste 21",Original's Italian Pizzeria and Restaurant,PA,28,4.5
,841 Conestoga Rd,Antonella's Italian Kitchen,PA,65,4.5
,856 N Easton Rd,Altomonte's Italian Market & Bakery,PA,112,3.5
,860 Bethlehem Pike,Bertucci's Italian Restaurant,PA,104,2.5
,864 E High St,Giuseppe's Italian Pizzeria,PA,15,3
,869 W Butler Pike,Michael's Italian Restaurant & Deli,PA,32,4
,900 Delsea Dr N,Italian Affair,NJ,153,3.5
,900 E Willow Grove Ave,Rita's Italian Ice,PA,10,3
,900 Fayette St,Lenny's Italian Deli,PA,92,4.5
,901 Haddonfield Rd,Brio Italian Grille,NJ,205,3.5
,901 N Dupont St,St Anthony's Italian Festival,DE,11,3.5
,902 S 9th St,Betty Ann's Italian Market Florist,PA,8,3
,903 N Charolette St,Mannino's Pizzaria & Italian Eatery,PA,34,3.5
,903 S 9th St,Anthony's Italian Coffee House and Chocolate House,PA,191,4
,905 Klosterman Rd,Rick's Italiano Meats & N.Y. Style Pizza,FL,83,3.5
,919 S 9th St,Italian Market Festival,PA,19,4.5
,,Philadelphia's 9th Street Italian Market,PA,161,4.5
,928 Woodbourne Rd,Giovanni's Pizzeria & Italian Restaurant,PA,33,3
,929 S High St,Romano's Pizzeria & Italian Kitchen,PA,33,4
,929 State St,Italian Pottery Outlet,CA,28,4.5
,940 Montgomery Ave,Narberth Pizza Italian Delite,PA,48,3.5
,942 9th St,Vitale's Italian Bistro,NJ,47,4
,943 E University Blvd,Bacio Italiano,AZ,117,4
,944 S 9th St,Talluto's Authentic Italian Food,PA,63,4.5
,949 S 9th St,Grassia's Italian Market Spice Company,PA,17,4
,958 County Line Rd,Rita's Italian Ice,PA,15,3
,965 Baltimore Pike,Bertucci's Italian Restaurant,PA,158,3
,981 N Wales Rd,Ariana's Ristorante Italiano,PA,52,3
,1000 E Walnut St,Sapori Italian Restaurant,PA,19,3.5
,"1001 Baltimore Pike 1B, Ste 1B",Olive Garden Italian Restaurant,PA,119,2.5
,1001 E Evesham Rd,Anthony's Homemade Italian Ices & Custard,NJ,8,3
,1010 Court St,Rita's Italian Ice,FL,74,4
,1045 2nd St Pike,Original Dominick's Pizzeria & Italian Restaurants,PA,45,3
,1103 Main St,Roma Pizza & Italian Eatery,PA,25,2.5
,1105 Sunset Rd,Rocco's Italian Ice,NJ,6,4
,1110 N Silverbell Rd,Bianchi's Italian,AZ,229,3
,1131 Bell Rd,Olive Garden Italian Restaurant,TN,119,2.5
,1135 York Rd,Rita's Italian Ice,PA,8,4.5
,1142 Woodbourne Rd,Italian Peoples Bakery,PA,25,2.5
,1144 Horsham Rd,Angelo's Italian Kitchen,PA,59,4.5
,1153 S 9th St,Italian Market Laundromat,PA,5,4
,1160 1st Ave,Blue Grotto Italian Bistro & Bar,PA,8,2.5
,1200 Bethlehem Pike,Olive Garden Italian Restaurant,PA,122,3
,1205 T High St,Rita's Italian Ice,NJ,6,3.5
,1205 Townsgate Ct,Carrabba's Italian Grill,FL,63,3
,1206 Mifflin St,Mike & Matt's Italian Market,PA,14,4.5
,1213 W Irvington Rd U-127,Olive Garden Italian Restaurant,AZ,117,3
,1220 Nixon Dr,Bertucci's Italian Restaurant,NJ,110,2.5
,1227 Bristol Pike,Rita's Italian Ice,PA,5,3
,1240 Decatur St,The Italian Barrel,LA,488,4
,1250 Baltimore Pike Springfield Mall,Carrabba's Italian Grill,PA,133,3
,1250 General Washington Mem Blvd,Original Dominick's Pizzeria & Italian Restaurants,PA,48,3.5
,1254 W Chester Pike,Giampino's Cucina Italiana B.Y.O.B,PA,82,3.5
,1259 Rte 113,Pasqualina's Italian Market & Deli,PA,37,4
,"1261 Gulf Blvd, Ste 110",Al & Stella Authentic Italian Restaurant & Pizzeria -Water Front,FL,99,3.5
,1274 US Highway 31,Olive Garden Italian Restaurant,IN,127,3.5
,1279 New Churchman's Rd,Olive Garden Italian Restaurant,DE,72,2.5
,"1299 Route 38, Ste 1",Randazzo Italian Cuisine & Pizzeria,NJ,13,3
,1301 S Capitol Blvd,Papa Joe's Italian Restaurant and Bar,ID,144,3.5
,1302 Monmouth Rd,Russo's Pub & Italian Restaurant,NJ,74,3
,1312 Seven Springs Blvd,Joey’s New York Pizzeria & Italian Restaurant,FL,17,3
